生产ID,西医病名,西医病名key,中医二级病名/症状锚点,阶段/状态轴,证型,证型证素,症状/入选条件,排除条件,方剂,方剂组成,加减,病理/证机概要,现代病理提示,trace_id,review_status
PROD_002093,慢性咽炎**,man_xing_yan_yan,慢性咽炎**,common_phase,脾肾阳虚,阳气不足/温煦失司,形寒肢冷；微干微痛；咽部黏膜淡红；舌淡胖；脉沉细弱,干咳痰少而稠；潮热盗汗；咽部干燥；咽黏膜淡红或微肿；口干而不欲饮或喜热饮,附子理中汤,人参12g（另炖）；炒白术12g；干姜6g；制附片9g（先煎60分钟）；炙甘草6g,"+腰膝酸软：盐补骨脂12g；+其他：盐杜仲9g；+其他：川牛膝6g；+形寒肢冷显著：肉桂6g（后下）；+肾不纳气,虚痰上泛：五味子6g；+其他：款冬花9g；+咽部不适痰涎清稀量多：清半夏9g；+其他：陈皮12g；+其他：茯苓15g；+腹胀纳呆：砂仁9g（后下）；+其他：木香6g（后下）",阳气不足/温煦失司,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_254-01-03,原始库直入；结构抽样复核
PROD_002094,慢性唇炎**,man_xing_chun_yan,慢性唇炎**,common_phase,外邪侵袭,[待补充],唇部红肿痒痛；大便干；结痂皲裂干燥痛如火燎；舌质偏红；脉滑数,鼻息焮热；伴口燥咽干；五心烦热；红肿；食少便溏,双解通圣散,防风10g；荆芥12g；当归12g；白芍12g；连翘15g；炒白术15g；川芎9g；薄荷6g（后下）；炙麻黄6g；其余药味:炒栀子9g酒黄芩9g生石膏20g（先煎）桔梗6g炙甘草6g滑石20g（包煎）,+唇色红肿疼痛：黄连6g；+其他：黄柏6g；+其他：茜草9g 赤芍12g；+破裂糜烂流水：木通9g；+其他：车前子15g（包煎）；+唇痒目瞤动：桑叶12g；+其他：菊花9g；+其他：僵蚕6g；+唇部肿起迅速：蝉蜕6g；+其他：徐长卿12g；+唇裂疼痛：紫草9g；+反复干燥脱屑：北沙参12g；+破裂严重如无皮：泽泻9g,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_274-01-01,原始库直入；结构抽样复核
PROD_002095,慢性唇炎**,man_xing_chun_yan,慢性唇炎**,common_phase,阴虚血燥,阴液亏虚/虚热内生,鼻息焮热；伴口燥咽干；五心烦热；舌红少苔；脉细数,唇部红肿痒痛；大便干；结痂皲裂干燥痛如火燎；红肿；食少便溏,四物消风饮,当归12g；川芎9g；赤芍12g；防风9g；生地黄20g；荆芥9g；柴胡12g；薄荷6g（后下）；蝉蜕3g；其余药味:牡丹皮12g玄参9g石斛12g麦冬12g,+唇部瞤动：全蝎1只；+其他：僵蚕6g；+其他：蝉蜕6g；+唇燥流水：盐黄柏6g；+其他：滑石20g（包煎）；+流血不止：地榆炭12g；+舌干少津：乌梅9g；+其他：天花粉12g；+其他：麦冬15g 石斛20g；+小便短赤：泽泻12g；+其他：木通9g；+口甜黏浊：炒薏苡仁20g；+其他：佩兰9g（后下）；+其他：炒扁豆12g,阴液亏虚/虚热内生,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_274-01-02,原始库直入；结构抽样复核
PROD_002096,慢性唇炎**,man_xing_chun_yan,慢性唇炎**,common_phase,风盛脾虚,气虚失固/推动无力；脾失健运,红肿；食少便溏；气短乏力；舌质淡；脉细弱,唇部红肿痒痛；大便干；结痂皲裂干燥痛如火燎；鼻息焮热；伴口燥咽干,参苓白术散,人参6g（另炖兑服）；茯苓15g；炒白术12g；桔梗6g；炒山药15g；炙甘草6g；炒白扁豆20g；莲子肉12g；砂仁6g（后下）；其余药味:炒薏苡仁20g陈皮6g黄芪20g防风10g酒黄芩9g炒栀子9g,+瘙痒明显：苦参9g；+便溏不化：炒扁豆15g,气虚失固/推动无力；脾失健运,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_274-01-03,原始库直入；结构抽样复核
PROD_002097,慢性喉炎**,man_xing_hou_yan,慢性喉炎**,common_phase,肺肾阴虚,阴液亏虚/虚热内生,咽喉干燥；燃热微痛；痒咳少痰；舌质红；脉细数,,百合固金汤,北沙参10g；百合18g；生地黄20g；熟地黄15g；麦冬12g；玄参12g；当归12g；白芍15g,+利喉开音：木蝴蝶12g；+其他：诃子9g；+其他：藏青果6g；+夜间干咳：地骨皮12g；+虚火旺：黄柏6g；+其他：知母12g,阴液亏虚/虚热内生,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_258-01-01,原始库直入；结构抽样复核
PROD_002098,慢性喉炎**,man_xing_hou_yan,慢性喉炎**,chronic_phase,肺脾气虚 喉窍失养,气虚失固/推动无力,纳呆便溏；闭合 差或声带肿胀；全身症状可有倦怠乏力；舌质淡胖；脉细弱无力,胸闷不舒；喉黏膜及室带声带暗红肥厚；喉内异物感或有痰黏着感,补中益气汤合参苓白术散,黄芪20g；白术12g；白人参6g；当归9g；陈皮9g；炙甘草6g；升麻6g；柴胡9g,+痰湿重：瓜蒌仁15g；+其他：清半夏12g；+其他：茯苓15g 泽泻12g；+清嗓频繁（异物感）：薄荷6g,气虚失固/推动无力,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_258-02-01,原始库直入；结构抽样复核
PROD_002099,慢性喉炎**,man_xing_hou_yan,慢性喉炎**,chronic_phase,血瘀痰凝,瘀血阻络；瘀血阻滞,胸闷不舒；喉黏膜及室带声带暗红肥厚；喉内异物感或有痰黏着感；舌质暗红或有瘀点；脉细涩,纳呆便溏；闭合 差或声带肿胀；全身症状可有倦怠乏力,会厌逐瘀汤合二陈汤,桃仁9g；红花9g；当归12g；赤芍12g；川芎9g；生地黄15g；玄参15g；柴胡6g；甘草9g；桔梗9g,+痰多：浙贝母6g；+其他：瓜蒌仁20g；+讲话易疲劳：罗汉果15g；+顽痰凝结：礞石12g,瘀血阻络；瘀血阻滞,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_258-02-02,原始库直入；结构抽样复核
PROD_002100,慢性心力衰竭,man_xing_xin_li_shuai_jie,心水；心衰,chronic_phase,[待标注],[待补充],,呼吸衰竭/低氧；胸痛心梗；肿瘤/癌；外伤/破损,保元汤合血府逐瘀汤,[待补充],"+其他：保元汤合血府逐瘀汤加减。 若饮停喘咳者 , 合用葶苈大枣泻肺汤。",[待补充],心血管供血、节律、泵功能或循环状态相关,ZXNK_fx_00112,需人工审核
PROD_002101,慢性心力衰竭,man_xing_xin_li_shuai_jie,心水；心衰,chronic_phase,[待标注],[待补充],,呼吸衰竭/低氧；胸痛心梗；肿瘤/癌；外伤/破损,可合用参附汤,[待补充],"+其他：真武汤合葶苈大枣泻肺汤加减。 若气阳不足明显 , 可合用参附汤；+其他：心肾阳虚突出,下肢水肿者,合用金匮肾气丸。",[待补充],心血管供血、节律、泵功能或循环状态相关,ZXNK_fx_00120,需人工审核
PROD_002102,慢性心力衰竭,man_xing_xin_li_shuai_jie,心水；心衰,chronic_phase,[待标注],[待补充],,呼吸衰竭/低氧；胸痛心梗；肿瘤/癌；外伤/破损,合用六味地黄丸,[待补充],+其他：待人工拆分,[待补充],心血管供血、节律、泵功能或循环状态相关,ZXNK_fx_00117,需人工审核
PROD_002103,慢性心力衰竭,man_xing_xin_li_shuai_jie,心水；心衰,chronic_phase,[待标注],[待补充],,呼吸衰竭/低氧；胸痛心梗；肿瘤/癌；外伤/破损,合用葶苈大枣泻肺汤,[待补充],"+其他：保元汤合血府逐瘀汤加减。 若饮停喘咳者 , 合用葶苈大枣泻肺汤。",[待补充],心血管供血、节律、泵功能或循环状态相关,ZXNK_fx_00113,需人工审核
PROD_002104,慢性心力衰竭,man_xing_xin_li_shuai_jie,心水；心衰,chronic_phase,[待标注],[待补充],,呼吸衰竭/低氧；胸痛心梗；肿瘤/癌；外伤/破损,合用血府逐瘀汤,[待补充],+其他：待人工拆分,[待补充],心血管供血、节律、泵功能或循环状态相关,ZXNK_fx_00116,需人工审核
PROD_002105,慢性心力衰竭,man_xing_xin_li_shuai_jie,心水；心衰,chronic_phase,[待标注],[待补充],,呼吸衰竭/低氧；胸痛心梗；肿瘤/癌；外伤/破损,合用金匮肾气丸,[待补充],"+其他：真武汤合葶苈大枣泻肺汤加减。 若气阳不足明显 , 可合用参附汤；+其他：心肾阳虚突出,下肢水肿者,合用金匮肾气丸。",[待补充],心血管供血、节律、泵功能或循环状态相关,ZXNK_fx_00121,需人工审核
PROD_002106,慢性心力衰竭,man_xing_xin_li_shuai_jie,心水；心衰,chronic_phase,[待标注],[待补充],,呼吸衰竭/低氧；胸痛心梗；肿瘤/癌；外伤/破损,生脉饮,[待补充],+其他：待人工拆分,[待补充],心血管供血、节律、泵功能或循环状态相关,ZXNK_fx_00115,需人工审核
PROD_002107,慢性心力衰竭,man_xing_xin_li_shuai_jie,心水；心衰,chronic_phase,[待标注],[待补充],,呼吸衰竭/低氧；胸痛心梗；肿瘤/癌；外伤/破损,真武汤合葶苈大枣泻肺汤,[待补充],"+其他：真武汤合葶苈大枣泻肺汤加减。 若气阳不足明显 , 可合用参附汤；+其他：心肾阳虚突出,下肢水肿者,合用金匮肾气丸。",[待补充],心血管供血、节律、泵功能或循环状态相关,ZXNK_fx_00119,需人工审核
PROD_002108,慢性心力衰竭,man_xing_xin_li_shuai_jie,心水；心衰,chronic_phase,[待标注],气虚失固/推动无力；阳气不足/温煦失司,慢性心力衰竭是各种病因所致心脏疾病的终末阶段；主要表现为呼吸困难；乏力和液体潴留；慢性心衰发病率高；有临床症状患者五年存活率与恶性肿瘤相仿；【病因病理】 一；西医病因病理；3.阳虚水泛 多见于心衰中后期；或久病体弱；素体阳虚的患者；心气虚久；累及心阳；致心阳受损；或素体阳虚影响心阳；也可致心阳受损；可见心悸；胸痛；面色苍白；畏寒怕冷等症状；随着病情的发展；心阳虚的证候日渐显著；到心力衰竭的终末期以阳虚为突出表现；最终表现为阳气厥脱之危象；心阳亏虚；累及肾阳；致命门火衰；肾阳虚亏；气不化津；津失敷布；水溢肌肤则浮肿；4.痰饮阻肺 本证属本虚标实而以标实,呼吸衰竭/低氧；胸痛心梗；肿瘤/癌；外伤/破损,而致痰饮；改善生活方；药物的不良反应和患者的饮；应用方；如美托洛尔控释片；多采用自开始即用固定的维持量给药方；代表方；保元汤合血府逐瘀汤；合用葶苈大枣泻肺汤；生脉饮,[待补充],,气虚失固/推动无力；阳气不足/温煦失司,心血管循环/供血或血压调节相关,ZXNK_disease_0018,需人工审核
PROD_002109,慢性心力衰竭 (Chronic Heart Failure),man_xing_xin_li_shuai_jie_chronic_heart_failure,慢性心力衰竭 (Chronic Heart Failure),common_phase,气虚血瘀,瘀血阻络；瘀血阻滞；气虚失固/推动无力,甚则喘咳；神疲乏力；自汗；舌质紫黯或有瘀斑；颈脉怒张,潮热盗汗；口咽干燥；甚则五心烦热；形寒肢冷；面色苍白或晦暗,保元汤合血府逐瘀汤,党参9g；炙黄芪30g；肉桂6g（后下）；生姜9g；炙甘草6g；桃仁6g；红花9g；川芎9g；当归尾9g；其余药味:威灵仙12g人参3g生地黄9g赤芍6g牛膝9g桔梗4.5g柴胡3g枳壳6g,+饮停喘咳：葶苈子20g；+其他：大枣9g,瘀血阻络；瘀血阻滞；气虚失固/推动无力,气道高反应/气道炎症/支气管痉挛相关,ORIG_ORAL_397-01-01,原始库直入；结构抽样复核
PROD_002110,慢性心力衰竭 (Chronic Heart Failure),man_xing_xin_li_shuai_jie_chronic_heart_failure,慢性心力衰竭 (Chronic Heart Failure),common_phase,气阴两虚,[待补充],潮热盗汗；口咽干燥；甚则五心烦热；舌质暗红；脉细数或促或结,甚则喘咳；神疲乏力；自汗；形寒肢冷；面色苍白或晦暗,生脉饮,生晒参9g；麦冬12g；五味子6g,"+兼血瘀,胸痛胸闷唇甲紫暗舌有瘀斑：生地黄12g；+其他：枳壳6g；+其他：赤白芍12g 柴胡6g 桔梗6g 川芎6g 牛膝9g；+兼肝肾阴虚,五心烦热,潮热盗汗,眩晕耳鸣：熟地12g；+其他：山茱萸12g；+其他：山药20g 丹皮15g 茯苓15g 泽泻12g；+心动悸,脉结代：生姜6片；+其他：桂枝9g；+其他：生地黄15g 阿胶6g（烊化） 火麻仁6g 大枣6枚（擘）",[待补充],心血管供血、节律、泵功能或循环状态相关,ORIG_ORAL_397-01-02,原始库直入；结构抽样复核
PROD_002111,慢性心力衰竭 (Chronic Heart Failure),man_xing_xin_li_shuai_jie_chronic_heart_failure,慢性心力衰竭 (Chronic Heart Failure),common_phase,痰郁化热,[待补充],喘急痰黄难咯；舌红苔黄；脉数或滑数,甚则喘咳；神疲乏力；自汗；潮热盗汗；口咽干燥,千金苇茎汤合温胆汤,芦根30g；生薏苡仁30g；冬瓜仁20g；桃仁9g；清半夏6g；竹茹6g；麸炒枳实12g；陈皮9g；炙甘草3g；茯苓12g,,[待补充],气道高反应/气道炎症/支气管痉挛相关,ORIG_ORAL_397-01-05,原始库直入；结构抽样复核
PROD_002112,慢性心力衰竭 (Chronic Heart Failure),man_xing_xin_li_shuai_jie_chronic_heart_failure,慢性心力衰竭 (Chronic Heart Failure),common_phase,痰饮阻肺,[待补充],喘咳气急；心悸烦躁；痰多色白或黄稠；舌质紫暗；脉弦滑而数,甚则喘咳；神疲乏力；自汗；潮热盗汗；口咽干燥,苓桂术甘汤、葶苈大枣泻肺汤合保元汤、丹参饮,茯苓15g；桂枝9g；炒白术12g；炙甘草6g；葶苈子15g（包煎）；大枣36g（擘）；党参9g；炙黄芪30g；肉桂9g（后下）；其余药味:丹参12g檀香3g（后下）砂仁6g（后下）人参3g,+兼气虚：防己12g；+痰浊闭阻：全瓜蒌15g；+其他：薤白6g；+其他：姜半夏6g 五灵脂6g（包煎） 蒲黄6g（包煎）,[待补充],气道高反应/气道炎症/支气管痉挛相关,ORIG_ORAL_397-01-04,原始库直入；结构抽样复核
PROD_002113,慢性心力衰竭 (Chronic Heart Failure),man_xing_xin_li_shuai_jie_chronic_heart_failure,慢性心力衰竭 (Chronic Heart Failure),common_phase,阳虚水泛,阳气不足/温煦失司,形寒肢冷；面色苍白或晦暗；肢体浮肿；舌淡苔白；脉沉弱或迟,甚则喘咳；神疲乏力；自汗；潮热盗汗；口咽干燥,真武汤合葶苈大枣泻肺汤,制附片9g（先煎60分钟）；炒白术12g；茯苓15g；赤芍9g；生姜9g；大枣27g（擘）；葶苈子15g（包煎）；白芍9g,"+气阳不足明显：红参12g（另炖兑服）；+心肾阳虚突出,下肢水肿：桂枝6g（后下）；+其他：熟地黄20g；+其他：酒山萸肉15g 淮山药15g 牡丹皮12g 泽泻9g",阳气不足/温煦失司,心血管供血、节律、泵功能或循环状态相关,ORIG_ORAL_397-01-03,原始库直入；结构抽样复核
PROD_002114,慢性扁桃体炎**,man_xing_bian_tao_ti_yan,慢性扁桃体炎**,common_phase,痰瘀互结，凝聚喉核,瘀血阻滞,咽干不利；或刺痛胀痛；色暗红；舌质暗有瘀点；脉细涩,灼热干燥；咳嗽少痰；大便干等症；口苦口干；大便干结,会厌逐瘀汤合二陈汤,桃仁9g；红花9g；生地黄15g；当归12g；玄参12g；川芎9g；赤芍12g；柴胡6g；麸炒枳壳12g；甘草9g,"+情志抑郁伴胸闷：合欢皮12g；+喉核暗红,质硬不消：昆布12g；+其他：莪术9g；+其他：生牡蛎15g",瘀血阻滞,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_256-01-04,原始库直入；结构抽样复核
PROD_002115,慢性扁桃体炎**,man_xing_bian_tao_ti_yan,慢性扁桃体炎**,common_phase,肺肾阴虚 火炎喉核,阴液亏虚/虚热内生,灼热干燥；咳嗽少痰；大便干等症；口干舌燥；脉细数,口苦口干；大便干结；且喜热饮；咳嗽痰白；咽部不适,百合固金汤,北沙参10g；百合15g；麦冬12g；生地黄20g；熟地黄15g；当归12g；白芍12g；玄参12g；浙贝母9g；桔梗6g,"+偏肺阴虚,干咳痰少而粘：薄荷6g（后下）；+其他：牡丹皮12g；+午后潮热、盗汗：地骨皮12g",阴液亏虚/虚热内生,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_256-01-01,原始库直入；结构抽样复核
PROD_002116,慢性扁桃体炎**,man_xing_bian_tao_ti_yan,慢性扁桃体炎**,common_phase,肾阴虚,阴液亏虚/虚热内生,口苦口干；大便干结；且喜热饮；舌淡红偏瘦；脉细弱,灼热干燥；咳嗽少痰；大便干等症；咳嗽痰白；咽部不适,知柏地黄丸（）,熟地黄20g；酒山茱萸6g；炒山药12g；牡丹皮9g；泽泻12g；茯苓15g；知母9g；盐黄柏6g,,阴液亏虚/虚热内生,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_256-01-02,原始库直入；结构抽样复核
PROD_002117,慢性扁桃体炎**,man_xing_bian_tao_ti_yan,慢性扁桃体炎**,common_phase,脾胃虚弱，喉核失养,[待补充],咳嗽痰白；咽部不适；微痒微干；舌质淡；脉缓弱,灼热干燥；咳嗽少痰；大便干等症；口苦口干；大便干结,六君子汤（加味）,人参9g（另炖兑服）；炒白术12g；茯苓15g；炙甘草6g；陈皮9g；清半夏9g；厚朴9g；麸炒枳壳9g；浙贝母9g,+湿邪重：厚朴9g；+其他：枳壳9g；+反酸、易恶心：佛手12g,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_256-01-03,原始库直入；结构抽样复核
PROD_002118,慢性支气管炎,chronic_bronchitis,咳嗽,chronic_phase;acute_phase,痰湿蕴肺,痰湿阻滞,咳嗽反复；痰多白黏；胸闷；纳呆；苔白腻,干咳少痰；阴虚盗汗,三子养亲汤；平胃散,臼芬子（9g）；紫苏子（9g）；莱服子（9g）；紫苏（9g）；平胃散:苍术（12g）；厚朴（9g）；陈橘皮（6g）；甘草（3g）；生姜（9g）,,痰湿阻滞,感染/炎症反应；需结合严重度与红旗信号判断,v11_chain_kesou_chronic_bronchitis_phlegm_damp_retaining_lung,需人工审核
